run_id,architecture,domain,difficulty,iteration_cap,id,question,gold_answer,raw_prediction,prediction,exact_match,f1,total_input_tokens,total_output_tokens,total_steps,elapsed_seconds,error
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a85b2d95542997b5ce40028,Who was known by his stage name Aladin and helped organizations improve their performance as a consultant?,Eenasul Fateh,"The provided context paragraphs do not contain any information about a person with the stage name 'Aladin'. Therefore, the question cannot be answered from the given text.","The provided context paragraphs do not contain any information about a person with the stage name 'Aladin'. Therefore, the question cannot be answered from the given text.",0,0.0,2952,104,2,4.03,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5ae7eaf65542994a481bbe1d,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? ,7 October 1978,7 October 1978,7 October 1978,1,1.0,2486,105,2,4.01,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,Andraé Crouch,Andraé Crouch,0,0.0,2698,106,2,4.06,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,New York City,New York City,New York City,1,1.0,1949,67,2,2.67,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a79311755429970f5fffe67,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",1962,1962,1962,1,1.0,2892,98,2,3.66,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5ae2dd2055429928c423950d,"What is the county seat of the county where East Lempster, New Hampshire is located?",Newport,Newport,Newport,1,1.0,1777,65,2,2.52,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a80b3a9554299485f5986cc,Tysons Galleria is located in what county?,Fairfax County,Fairfax County,Fairfax County,1,1.0,2149,76,2,2.82,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a8ef2a75542995a26add583,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,2000,"The provided context paragraphs do not contain information about Carlo Rovelli working in France or the year he began working there. The text only identifies him as the author of *Seven Brief Lessons on Physics*. Therefore, the question cannot be answered from the given context.","The provided context paragraphs do not contain information about Carlo Rovelli working in France or the year he began working there. The text only identifies him as the author of *Seven Brief Lessons on Physics*. Therefore, the question cannot be answered from the given context.",0,0.0,2203,138,2,4.56,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a818387554299260e20a291,"Based on a True Story... is an album by which country music star, with the single My Eyes?",Blake Shelton,Blake Shelton,Blake Shelton,1,1.0,2322,96,2,3.02,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,Carabao Cup,Carabao Cup,1,1.0,2131,134,2,4.14,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a8bb29b554299240d9c2089,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft,George Raft,George Raft,1,1.0,2069,105,2,3.25,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5ae37c765542992f92d822d4,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,Tromeo and Juliet,Tromeo and Juliet,1,1.0,2136,104,2,3.04,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a8b8b3155429949d91db5d7,What type of activity does Owner earnings and Warren Buffett have in common?,business,investing,investing,0,0.0,1739,106,2,2.98,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a8c7595554299585d9e36b6,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,"United States Ambassador to Ghana
United States Ambassador to Czechoslovakia","United States Ambassador to Ghana
United States Ambassador to Czechoslovakia",0,0.0,2405,121,2,3.46,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a828c8355429966c78a6a50,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,Henry J. Kaiser,Henry J. Kaiser,Henry J. Kaiser,1,1.0,2028,95,2,3.86,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124","The provided context paragraphs do not contain information about Kirton End or the city of Boston, Lincolnshire. Therefore, the question cannot be answered using the given evidence.","The provided context paragraphs do not contain information about Kirton End or the city of Boston, Lincolnshire. Therefore, the question cannot be answered using the given evidence.",0,0.0,2388,100,2,3.87,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5ae53b545542990ba0bbb23c,Where does the hotel and casino located in which Bill Cosby's third album was recorded?,Las Vegas Strip in Paradise,"Las Vegas, Nevada","Las Vegas, Nevada",0,0.5,1408,69,2,2.48,
level2a_hotpotqa_hard_cap2,level2a,hotpotqa,hard,2,5a8a3e745542996c9b8d5e70,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",Arena of Khazan,Arena of Khazan,Arena of Khazan,1,1.0,2058,106,2,3.55,
