run_id,architecture,domain,difficulty,iteration_cap,id,question,gold_answer,raw_prediction,prediction,exact_match,f1,total_input_tokens,total_output_tokens,total_steps,elapsed_seconds,top_k,error
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,Teen Titans Go!,Teen Titans Go!,1,1.0,3164,32,2,0.95,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a85b2d95542997b5ce40028,Who was known by his stage name Aladin and helped organizations improve their performance as a consultant?,Eenasul Fateh,Eenasul Fateh,Eenasul Fateh,1,1.0,4153,33,2,4.19,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5ae7eaf65542994a481bbe1d,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? ,7 October 1978,7 October 1978,7 October 1978,1,1.0,3821,35,2,1.37,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,Larnelle Harris,Larnelle Harris,1,1.0,3524,32,2,1.24,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,New York City,New York City,New York City,1,1.0,3119,31,2,1.22,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a79311755429970f5fffe67,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",1962,1962,1962,1,1.0,4040,32,2,1.25,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5ae2dd2055429928c423950d,"What is the county seat of the county where East Lempster, New Hampshire is located?",Newport,Newport,Newport,1,1.0,2978,30,2,1.1,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a80b3a9554299485f5986cc,Tysons Galleria is located in what county?,Fairfax County,Fairfax County,Fairfax County,1,1.0,2897,31,2,1.08,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a8ef2a75542995a26add583,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,2000,2000,2000,1,1.0,3020,32,2,1.23,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a818387554299260e20a291,"Based on a True Story... is an album by which country music star, with the single My Eyes?",Blake Shelton,Blake Shelton,Blake Shelton,1,1.0,3537,31,2,1.23,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,Carabao Cup,Carabao Cup,1,1.0,3084,32,2,1.25,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a8bb29b554299240d9c2089,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft,George Raft,George Raft,1,1.0,3057,31,2,1.13,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5ae37c765542992f92d822d4,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,Tromeo and Juliet,Tromeo and Juliet,1,1.0,3287,33,2,1.24,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a8b8b3155429949d91db5d7,What type of activity does Owner earnings and Warren Buffett have in common?,business,valuation method,valuation method,0,0.0,2750,30,2,1.15,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a8c7595554299585d9e36b6,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol of the United States,Chief of Protocol of the United States,0,0.6667,3123,35,2,1.23,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a828c8355429966c78a6a50,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,Henry J. Kaiser,Henry J. Kaiser,Henry J. Kaiser,1,1.0,2920,32,2,1.23,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124","35,124","35,124",1,1.0,3306,34,2,1.45,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5ae53b545542990ba0bbb23c,Where does the hotel and casino located in which Bill Cosby's third album was recorded?,Las Vegas Strip in Paradise,"on the Las Vegas Strip in Paradise, Nevada","on the Las Vegas Strip in Paradise, Nevada",0,0.8333,2039,37,2,1.24,10,
level2b_hotpotqa_hard_k10_cap2,level2b,hotpotqa,hard,2,5a8a3e745542996c9b8d5e70,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",Arena of Khazan,Arena of Khazan,Arena of Khazan,1,1.0,2838,32,2,1.45,10,
