run_id,architecture,domain,difficulty,iteration_cap,id,question,gold_answer,raw_prediction,prediction,exact_match,f1,total_input_tokens,total_output_tokens,total_steps,elapsed_seconds,error
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",Teen Titans Go!,Teen Titans Go!,Teen Titans Go!,1,1.0,1212,32,2,22.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a85b2d95542997b5ce40028,Who was known by his stage name Aladin and helped organizations improve their performance as a consultant?,Eenasul Fateh,Eenasul Fateh,Eenasul Fateh,1,1.0,1409,33,2,2.81,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5ae7eaf65542994a481bbe1d,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? ,7 October 1978,7 October 1978,7 October 1978,1,1.0,1410,35,2,1.53,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,AndraĂ© Crouch,AndraĂ© Crouch,0,0.0,4602,536,4,93.19,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,New York City,New York City,New York City,1,1.0,1121,31,2,23.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a79311755429970f5fffe67,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",1962,1960,1960,0,0.0,1959,32,2,1.57,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5ae2dd2055429928c423950d,"What is the county seat of the county where East Lempster, New Hampshire is located?",Newport,Newport,Newport,1,1.0,950,30,2,13.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a80b3a9554299485f5986cc,Tysons Galleria is located in what county?,Fairfax County,Fairfax County,Fairfax County,1,1.0,1130,31,2,22.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a8ef2a75542995a26add583,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?,2000,2000,2000,1,1.0,1592,32,2,1.35,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a818387554299260e20a291,"Based on a True Story... is an album by which country music star, with the single My Eyes?",Blake Shelton,Blake Shelton,Blake Shelton,1,1.0,1528,31,2,17.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5aba7cfe554299232ef4a2fd,The 2017â€“18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,Carabao Cup,EFL Cup,EFL Cup,0,0.5,1044,31,2,1.62,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a8bb29b554299240d9c2089,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft,George Raft,George Raft,1,1.0,1446,31,2,17.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5ae37c765542992f92d822d4,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",Tromeo and Juliet,Tromeo and Juliet,Tromeo and Juliet,1,1.0,1763,33,2,22.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a8b8b3155429949d91db5d7,What type of activity does Owner earnings and Warren Buffett have in common?,business,valuation method,valuation method,0,0.0,1356,30,2,23.01,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a8c7595554299585d9e36b6,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,The question contains a false premise,,,,,,,,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a828c8355429966c78a6a50,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,Henry J. Kaiser,Henry John Kaiser,Henry John Kaiser,0,0.6667,1245,31,2,1.42,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124","The provided context paragraphs do not contain information about ""Kirton End"" or the city in which it is located. The text mentions ""Kirton"" in Nottinghamshire, but not ""Kirton End."" Therefore, the question cannot be answered from the given context.","The provided context paragraphs do not contain information about ""Kirton End"" or the city in which it is located. The text mentions ""Kirton"" in Nottinghamshire, but not ""Kirton End."" Therefore, the question cannot be answered from the given context.",0,0.0,1808,81,2,08.02,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5ae53b545542990ba0bbb23c,Where does the hotel and casino located in which Bill Cosby's third album was recorded?,Las Vegas Strip in Paradise,"Las Vegas, Nevada","Las Vegas, Nevada",0,0.5,1069,32,2,1.42,
level2b_hotpotqa_hard_cap2,level2b,hotpotqa,hard,2,5a8a3e745542996c9b8d5e70,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",Arena of Khazan,Arena of Khazan,Arena of Khazan,1,1.0,1115,32,2,1.45,
