run_id,architecture,domain,difficulty,iteration_cap,id,question,gold_answer,raw_prediction,prediction,exact_match,f1,total_input_tokens,total_output_tokens,total_steps,elapsed_seconds,top_k,error
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a738225554299623ed4abc3,"Which musical fantasy film is older, Bedknobs and Broomsticks or The Muppet Christmas Carol?",Bedknobs and Broomsticks,Bedknobs and Broomsticks,Bedknobs and Broomsticks,1,1.0,3132,70,2,1.98,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.,Ian Watkins,Ian Watkins,0,0.125,2574,80,2,2.13,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5ab642845542995eadeeff8e,Are Broughtonia and Laeliocattleya both orchids?,yes,Yes,Yes,1,1.0,2412,62,2,1.82,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a78b209554299148911f93e,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Franklin Albee III,Edward Albee,Edward Albee,0,0.6667,2332,84,2,2.23,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5ac45b58554299076e296dad,"Which has the larger population, Shanghai or Hanggin Rear Banner?",Shanghai,Shanghai,Shanghai,1,1.0,3846,57,2,1.92,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a7332935542991f9a20c67d,"Which board game was published most recently, Pirate's Cove or Catan?",Pirate's Cove,Pirate's Cove,Pirate's Cove,1,1.0,2960,59,2,2.03,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a79c1335542994bb9457066,Eric Ambler and Carol Shields are both best Known for what profession?,author,novelist,novelist,0,0.0,2775,58,2,1.66,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a7be5bd5542997c3ec972ba,"Which dog is considered a giant dog breed, the  Leonberger or the Basset Hound?",The Leonberger is a giant dog breed.,Leonberger,Leonberger,0,0.3333,2757,52,2,1.65,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5ab3306a55429969a97a80fd,The movies The Boatniks and The Great Locomotive Chase were both made by which production company?,Walt Disney Productions,Walt Disney Productions,Walt Disney Productions,1,1.0,2628,61,2,1.94,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5abbd3ac55429931dba1458b,Are both Duke Energy and Affiliated Managers Group based in Massachusetts?,no,No,No,1,1.0,2492,44,2,1.61,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5adc0c2b55429947ff1738db,Are Agee and To Shoot an Elephant both documentaries about war?,no,No,No,1,1.0,2890,80,2,2.31,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a8b57f25542995d1e6f1371,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Yes,Yes,1,1.0,2765,58,2,1.85,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a84c4135542994c784dda31,Are Yingkou and Fuding the same level of city?,no,No,No,1,1.0,1630,48,2,1.37,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5ae4d3c95542990ba0bbb165,In what city can a person find both the Nusretiye Clock Tower and the Eski Imaret Mosque be found?,"Istanbul, Turkey",Istanbul,Istanbul,0,0.6667,3130,61,2,1.85,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a7e7ed05542991319bc94c2,"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",Dime Magazine,Dime Magazine,0,0.2222,3747,61,2,1.86,10,
level2a_hotpotqa_easy_k10_cap2,level2a,hotpotqa,easy,2,5a7a455c5542994f819ef1a7,"Who died first, George Archainbaud or Ralph Murphy?",George Archainbaud,George Archainbaud,George Archainbaud,1,1.0,2540,60,2,1.69,10,
